Country,PWT_Code,WDI_Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,A__missing_values
Moldova,MDA,MDA,3846519,4321000,0.342112569,,25372271453,,14238.06186,2.371207,2.944581,,7248.881901,,,,,,,,,,1591.066,1580.044,2236.675,2344.929,2376.816,2562.417,2493.08,,,,15.74317,,-11.36514,,-9.426402745,,22.26570957,,2.132625778,,2.365390244,,73.39830788,,110.2300868,0.171428571,4.314443282,,-171748,,1486104.868,,34.39261439,,12.92749906,,10.03489861,,14.877,,0,0.063249885,0.09473074,1.281786431,2.483,1.502,14.6,0,0.005798,2907,65.00768293,68.62441463,55.45781114,38.81960228,5.4277,9.6811,88.10836,11.5,7.5,9.5286,,35.93722336,31.60058565,77.28118116,26.6,,38.03,45.27,6.77,,0.553478,-0.454389385,-0.736312137,3,0.504918672,,53.2,16.8,25.2,41.6,29.6,17.9,3.5,48.73333333,,,,47.20438,32540.86,,33
Mongolia,MNG,MNG,1445600,3041000,2.187241025,,32315283300,,19704.99695,2.4149,2.914373,3984.917812,6689.142107,,,,,1452.293,1656.675,2008.374,2492.053,3145.707,1862.172,2148.02,2604.581,2785.204,3043.575,3309.161,3168.382,1.907083723,,53.08616,39.88015,37.94932,29.98038,,43.41391524,,1.401158889,,11.60464855,,14.83902591,,62.62617781,,118.4622819,,6.100196629,,-10000,600988.4,1440401.401,41.57363033,47.3660441,,32.68470681,,23.513269,816.5294628,17.8822658,,7.267765058,3.819899887,0,4.04920326,7.065,1.988,24.3,0,0.00455,2254,54.62897561,66.921,87.54630679,42.9174461,4.8178,8.3104,92.24826,12.5,8,8.4497,,13.10387328,7.071411617,84.20260685,133.13,,,,,,0.36822399,-0.393425026,-0.77140355,2,-0.325413317,,,,,,,,,,,1,,46.853291,1558417,,33
Montenegro,MNE,MNE,549000,672000,0.594587938,,14436363321,,,,,,,,,,,,,,,9127.925,3987.77,4910.023,5886.653,6353.443,7015.331,7462.588,7303.208,,,,19.73729,,-10.37216,,,,,,,,31.98992257,,,,,,,,-5000,,,,,,,,,,,1604,,,,,,,,,,,,,,,,,,,,,402,,,,,,36.52,44.04,7.1,,,,,,,,,,,,,,,,,,,,13995.82,,83
Morocco,MAR,MAR,17700000,31300000,1.676627818,67040000000,3.9086E+11,13206.92457,33342.13543,1.285409,2.020297,6432.020212,8606.438789,851.345,759.3454,736.7556,1210.055,1476.973,1844.618,2099.97,2137.02,2348.428,2273.833,2560.108,3045.377,3250.529,3328.602,3509.929,3294.671,1.705982661,-0.937990155,42.35192,43.80878,33.53395,21.13402,14.51484442,25.06594622,16.09129109,17.96738956,0,1.613909119,0.055871989,2.156312204,33.34596688,39.49424482,55.81884595,68.0812164,0.457142857,5.994333007,,-425000,5076125,11982099.08,28.67867232,38.28146671,,28.53353502,,16.37719359,1172.663359,25.8392267,1059,1.382500797,0.009539443,0,1.485002499,6.42,2.3295,33.2,0,0.076172002,3230,54.23068293,71.58712195,103.3991349,50.92906079,0.8557,4.3688,,9.3,6,3.1672,,32.19495313,10.99092252,79.11443999,24.53,,40.88,47.88,6.52,0.57999998,0.48405719,-0.157785768,-0.231493431,5,0.427326399,-0.56999999,45,50.9,27.3,68.2,,13,4,68.23333333,1,,,31.82548,411474.1,,7
Mozambique,MOZ,MOZ,10400000,21900000,2.190237737,5840000000,20386821891,1127.134825,1936.818084,1.25697,1.403556,944.6938796,1511.319302,,,357.6974,383.421,412.5114,470.6464,469.4713,357.4115,405.5993,359.3757,437.6895,634.064,676.759,715.6017,743.4205,759.3744,1.40702314,0.634955343,11.06317,12.59625,13.31969,7.008933,,2.226216434,,13.42221918,,9.016421629,,9.001094378,,43.79206182,,68.85895758,0.142857143,,,-20000,5181279,11003829.13,49.81999038,50.24579511,,23.61903172,,31.45570396,101.7612305,75.9976075,2352,0.000683417,3.239177129,0.528535182,0.11878609,6.554,4.967,95.9,100,12.62143,2071,41.55170732,48.08143902,87.96417896,89.57001424,0.8237,1.2051,23.36608,0.5,0.3,0.7463,,2.675339104,0.360120299,26.07977778,5.77,,45.61,51.46,5.23,,0.69321603,-0.577190918,-0.410176922,4,-0.478998397,,,,,,,,,,1,,,-17.2915,781072.6,0.26047409,23
Namibia,NAM,NAM,915325,2109000,2.45497055,11300000000,30953290881,40784.81534,40703.59744,1.836291,2.393509,12802.01723,12870.10642,,,2481.485,3188.524,3793.528,3875.101,3880.235,2931.908,3309.031,3196.929,3367.138,4301.002,4811.747,4779.911,4954.589,4777.385,0.615651761,-0.502076921,40.61038,31.05846,29.25154,3.441753,,13.87762412,,24.24362599,,-0.675698521,,5.291111061,,59.88691169,,106.5089741,,,,-1000,277063.9,782861.0453,30.2694562,37.12001163,,32.67860877,,9.35247787,752.4220544,40.9132007,1229,0.308998198,0,0,1.452498742,6.654,3.29,33.6,61.94980741,3.8763471,2349,55.14695122,61.57953659,91.41730952,68.02395367,3.7693,7.3654,,3.8,2.4,7.6923,,5.872499064,6.54495778,56.0535793,109.49,,,,,,0.63290399,0.264848128,0.234245427,2,-0.804474117,,,,,,,,,,1,,,-22.104139,802492.1,,28
Nepal,NPL,NPL,13200000,28600000,2.274087907,11210000000,93426316374,2172.351795,7200.065255,1.164513,1.933103,1785.493418,2604.138556,,,632.2361,655.4739,685.9926,698.007,699.0605,795.8392,867.3381,963.2641,1075.144,1045.854,1068.413,1092.472,1142.624,1211.67,1.622134473,-1.058534668,13.9966,35.95541,21.71971,14.43474,10.02956907,7.995741715,7.585540707,11.14768477,,0.304650388,,0.304650388,13.36672554,37.41519628,22.2678183,53.11959967,0.257142857,16.14751576,,-100000,5160306,13307188.25,39.09322727,46.52863024,8.176456323,15.91317328,71.75577275,33.84955502,102.0794799,92.9420829,6739,0,0,4.19666388,0.120981684,6.076,2.823,38.6,65.14431238,0.027946001,2349,45.31960976,67.06643902,82.46562081,68.33213691,0.4409,3.2356,,3.1,2,2.3717,,2.133614815,2.797544741,25.97217129,4.37,,47.3,54.24,6.1,,0.66322201,-0.961688912,-0.750959803,4,1.808219234,,,,,,,,,,,1,,28.298981,147402.7,,18
Netherlands,NLD,NLD,13700000,16700000,0.582390843,6.34E+11,1.488E+12,126840.5636,163958.2544,2.772418,3.084585,56570.92418,68873.66859,9835.142,11662.97,13017.26,15359.38,18596.18,20639.72,22917.75,23496.33,26883.04,29074.5,34503.61,35888.48,36810.99,37728.92,38653.69,37050.73,1.720796118,0.117902833,19.3547,17.37819,18.76047,26.58526,25.78139604,25.73446883,22.85957304,28.52538021,-1.342159511,-3.690546535,1.32190176,4.202266518,45.39948405,62.18520259,94.47508132,131.6246001,1,,,100000,4998401,8983798.942,36.48467883,53.79520325,34.89757536,23.97154267,4.73237432,1.732408122,22603.03421,2.4560139,43226,0,0.821553457,0,10.56679455,1.664,1.78933,3.7,0,2.00E-06,3243,74.49878049,80.54878049,56.57425274,48.78701138,8.681,11.165,,24.8,16.5,10.9059,524,89.96416131,44.2796553,128.1327402,682.36,28.6,,,,0.67000002,0.1053723,1.781047319,2.101399021,1,-0.946777616,,41.4,40.2,38.1,9.8,,45,,80.2,,,1,52.209381,32983.36,0.68742692,8
New Zealand,NZL,NZL,3117800,4213000,0.885433406,1.141E+11,2.79288E+11,91997.43278,121457.9038,3.037835,3.248939,45621.16478,49837.06365,11383.35,11850.69,13802.2,15920.96,16328.53,18147.97,17385.79,19044.78,19584.17,21371.69,23645.36,27448.55,27835.92,28300.89,27776.99,27864.89,1.261202249,-0.144129625,17.15934,18.24572,18.60191,21.6101,19.75571508,19.802771,18.16940377,20.48327494,0.917698242,1.622206303,1.087992761,-0.994149697,30.38016803,26.52634157,53.6544361,54.73051405,0.4,,,50000,1240252,2355571.797,39.77971647,55.91198189,31.02373616,,10.23314875,,,7.6923077,2092,0.270108374,0.58525403,0,7.718290566,2.331,2.14,4.8,0,0,3150,72.2195122,80.30121951,63.10945674,49.64313961,11.7607,12.5093,,49.1,24.4,12.4253,525.5,83.4144307,43.32916261,108.9021734,473.73,30.040001,,,,0.67000002,0.39684999,1.90990862,2.376694949,1,-0.991906163,,34.6,25.4,50.7,15.1,47.8,51.2,3,75.9,,,,-41.814072,249003.8,,9
Nicaragua,NIC,NIC,2394899,5541000,2.467158621,22530000000,42427581809,31148.47453,18913.04911,1.681533,2.322367,13300.22546,5223.390987,1947.559,2730.547,2546.283,3574.894,3669.179,4016.948,3067.579,3281.921,2179.511,1857.558,2072.809,2056.168,2082.706,2113.284,2158.944,2191.728,-1.781859225,-2.892893608,22.59728,31.97017,24.68381,-1.951315,12.52222793,-2.60716791,9.047876135,11.91611386,,7.072159566,0.689175536,7.072159566,36.93972944,61.21703604,64.98248695,96.34469582,0.257142857,3.601424311,,-200000,723309.9,2324996.325,30.20210456,41.95986871,,29.56353587,,19.00583472,,15.4242528,1975,0.702123244,0,0.071225185,0.819890146,6.597,2.683,21.8,100,0.86715102,2400,56.51136585,73.49882927,99.04236582,65.65955899,2.9393,5.7673,,15.9,10.1,4.8336,,3.482621718,4.44034269,55.79799053,42.72,,52.33,56.88,3.79,,0.4844,-0.83211499,-0.757295325,4,0.509930553,,,,,,,,,,,,,12.86155,121810.7,,18
Niger,NER,NER,5419038,15300000,3.052748587,7548000000,16642719743,4640.185804,3465.441043,1.111569,1.366207,2076.531291,1703.508132,,,746.1941,884.2375,788.944,623.3225,687.8774,526.6904,505.8767,476.6126,475.7343,524.5895,534.6527,532.4514,631.038,534.3644,-0.452900112,-0.700631743,17.90523,24.0426,18.00847,10.41369,2.567043963,,10.81282205,,1.55106405,,2.150844411,13.72541306,30.99365418,,50.24018356,,0.171428571,,,-28497,1626659,4799375.576,30.0174865,31.36846782,11.01340209,,50.3114628,,,82.9337361,4040,0,0,1.197233335,0.064263954,7.885,7.069,75.7,98.42287898,23.72123,2306,38.67619512,51.95341463,99.92391491,107.9816406,0.4305,1.4377,11.65267,1.1,0.7,0.811,,0.758006716,0.425111618,16.99792454,0.72,,34.04,42.75,8.3,,0.65176201,-0.641433536,-0.655308774,5,1.166743118,,,,,,,,,,1,,,17.421631,1182223,0.1257263,24
Nigeria,NGA,NGA,64400000,149000000,2.46715492,73390000000,1.69041E+11,3580,3512.744778,,,5548.405561,6064.37593,1109.928,1254.332,1527.864,1410.36,1388.271,1766.185,1452.311,1323.405,1179.952,1085.383,1135.605,1543.591,1611.795,1940.161,1963.34,2033.904,0.415103664,,8.211568,9.234839,6.424553,18.60019,,,,,,3.155646753,1.692361519,3.34483318,22.83159152,27.16637185,41.17034351,63.03477563,,,,-300000,20500000,49972445.56,31.83229814,33.53855407,,,,,,24.8864204,54828,0.001659879,14.67239986,0.333880015,0.644416439,6.815,5.60475,85.8,100,23.13106,2708,42.78158537,48.14395122,88.58161312,84.01105216,,,,,,,,28.42533119,0.917058205,47.24347926,6.74,,42.93,48.61,5.13,,0.85045999,-1.220276549,-1.065162388,5,1.952938761,-0.91000003,10,71.9,30.9,39.9,66.4,21.8,4.2,81.03333333,1,,,9.584548,908399.1,0.023904599,24
Norway,NOR,NOR,4007313,4661000,0.444438457,2.71E+11,6.73281E+11,152922.6279,266461.4312,2.650716,3.199419,49035.40268,88963.44452,9466.867,11045.22,12283.61,15019.11,17603.14,21684.73,25945.18,29929.18,32324.17,38093.51,44833.86,48707.91,49755.23,50967.79,51101.45,49945.47,2.4538926,0.838698758,35.10089,22.5201,24.8406,32.66208,30.66461441,34.67712374,18.65302933,22.20653217,2.026612938,-3.76304436,0.674561201,2.952454935,42.28611377,27.33788706,78.73386637,69.35787146,1,0.215017975,,135000,1772138,2616758.343,44.22260003,56.14156496,33.67587612,40.07357363,4.725887816,1.212785458,21880.23857,3.7487127,,0.006778607,10.5935906,0,9.072170728,1.991,1.97958,2.8,0,0,3455,74.81756098,80.79512195,59.95114426,50.9641468,8.6631,12.6313,,28.1,14.6,12.6779,499,91.79720566,39.36161265,110.5439816,572.741,37.299999,25.79,37.22816052,9.591255194,0.61000001,0.058600001,1.877582908,1.936414003,1,-1.188009179,,14.1,29.1,42.8,8.7,43.3,74.2,3.2,74.6,,,1,67.469994,349504.6,0.46449706,3
Oman,OMN,OMN,913285,2910000,3.408412855,,1.97242E+11,,177522.644,,,33995.02494,54940.06621,,,,,6872.75,9240.575,9198.766,13699.47,13672.08,15309.03,17402.04,18399.12,19292.33,20773.54,22957.63,20511.36,2.3452199,,27.45741,43.10897,28.59958,28.15709,52.48546633,,31.62110473,,5.067661859,5.546218443,5.067661859,4.793299832,50.69045248,,118.2408516,,0,,,20000,248250.4,1086421.29,27.1821392,37.33406495,77.53387507,,2.789285221,,,28.5370052,1368,,,0,13.6773335,7.201,2.978,9.1,86.82069182,0.010771,,54.72009756,76.14158537,99.05356682,52.54455184,,,91.31607,,,,,43.4614283,10.54816257,139.542492,46.57,,,,,,,0.683490292,0.478633573,6,-0.812206129,,,,,,,,,,,1,,20.43169,309426.8,,41
Pakistan,PAK,PAK,74700000,181000000,2.602990997,1.997E+11,8.34513E+11,9160.550459,13463.66838,1.40674,2.131001,4242.627619,7329.139374,720.2851,720.366,727.6169,971.8955,1148.145,1238.143,1450.694,1693.717,1931.363,2052.139,1858.135,2112.272,2208.04,2291.893,2319.574,2353.253,1.888782205,0.415983958,25.14347,17.69402,21.00288,18.36524,4.688730677,11.42567399,10.64436238,8.078568616,,1.107475933,0.220458541,1.473547967,22.39241661,20.37303985,33.24603286,33.21669198,0,8.04113512,,-1415580,21800000,58115799.31,29.18340027,32.10817641,23.44418942,24.26381126,32.04606113,21.55136139,298.3050055,42.6390911,,4.8413E-05,2.180318934,0.961950723,0.961098888,6.927,3.872,70.5,98.92209768,0.052762002,2251,56.21531707,66.85104878,91.37740884,69.40216961,1.5433,4.8718,33.05881,6.4,5.2,3.3511,,11.99116348,2.391279588,60.68059041,4.24,31.450001,32.74,42.12,9.01,,0.7098,-0.925058312,-1.096858084,4,2.7563,-0.079999998,56.7,41.1,30.5,84.7,68.3,27.9,,65.43333333,,1,,29.920771,871273.6,,5
Palau,PLW,PLW,12838,21000,1.447390926,,1119203946,,,,,,,,,,,,,18040.09,14896.08,17862.09,14750.15,13388.58,14190.26,14857.11,15050.53,14570.56,14985.49,,,,26.01337,,15.61657,,,,,,,,,,,,,,,,,,,,,,,,,,,5051,0,0,,10.54020883,,,13.2,,,,,,,,,,,,,,,,34.6069062,64.49758576,,,,,,,,0.718,-0.39,1,-1.46,,,,,,,,,,,,,,,0.64150143,77
Panama,PAN,PAN,1749172,3360000,1.919995414,16110000000,64744724032,28458.20645,42171.0429,2.206172,2.862021,12052.05823,21710.77235,1845.877,2018.237,2170.937,2771.338,3442.646,3900.468,5275.195,5759.865,5619.931,6362.184,6969.629,7820.058,8357.445,9297.749,10121.79,10197.56,2.826623324,0.835180224,29.27995,23.77046,19.00723,39.02399,,40.72396908,,10.4892558,,8.822386791,,7.174132977,,61.11448343,,138.1542633,0.114285714,,,11000,566093.3,1578193.583,32.36350113,46.97004711,,17.11397546,,5.820164209,1711.59985,17.8449259,,0,0,0,2.166613576,4.484,2.516,15.9,30.99556863,0.199688,2451,67.75817073,75.81795122,89.27038485,55.74930364,5.2248,9.3885,72.67599,22.7,16.4,9.5373,368,27.79227991,15.55051713,164.3681139,45.6,48.099998,52.34,56.79,3.55,0.73000002,0.5528,-0.08952419,-0.26236327,1,-1.46044,0.83999997,,,,,,,,,,,,8.5716562,73322.34,,18
Papua New Guinea,PNG,PNG,2609796,5941000,2.419427682,5913000000,25138451237,5573.480301,9638.244346,1.342832,1.985006,3403.457448,5520.084449,,,886.9573,1173.899,1338.061,1383.551,2058.98,1999.561,1815.92,2283.152,2139.151,2197.562,2219.776,2414.131,2739.548,2746.133,2.01629517,0.119022079,10.32374,14.91333,15.54918,7.237473,13.85700932,18.06517907,33.55205918,10.69318857,,7.212471165,-0.164382606,5.362447479,46.16423673,57.12484038,86.14302465,115.0556173,,,,0,1060917,2955530.174,40.65133827,49.74802515,30.14397744,44.51617307,31.43062043,35.89017474,282.2514283,72.7497096,5372,19.93374588,0,0,0.523707784,6,4.01,52,58.92758965,10.69761,,46.95102439,61.39909756,84.43461457,73.14599607,0.9575,4.3357,,1.1,0.6,3.0187,,1.856759473,0.891244547,13.36866821,63.58,,,,,,0.27180001,-0.974627836,-1.385708158,4,0.611518921,,,,,,,,,,,,,-6.622849,422882.3,0.1529647,22
Paraguay,PRY,PRY,2852212,6291000,2.326544726,10750000000,56452718068,10380.12501,18905.00304,1.980032,2.636771,6962.364742,7733.145353,,1794.359,1847.324,1943.637,2078.28,2528.022,3737.693,3613.485,3793.448,3575.326,3396.068,3554.074,3619.511,3785.148,3895.093,3704.457,1.12382209,-0.84061596,20.57172,19.22317,22.92933,15.70681,18.63956507,10.45599752,6.286527376,11.82083746,1.614375224,1.38168781,1.614375224,1.437882536,18.66791933,51.59740102,31.87687369,98.12809092,0.314285714,7.043001428,,-40000,1035633,3013617.089,36.30981848,47.90362564,21.01775467,21.21774936,36.90630701,19.31630308,878.7774831,29.9071207,3575,0,0,0,0.673995204,5.217,2.977,19.4,0.171500002,2.3234661,2622,66.20690244,72.08078049,91.35226282,64.09724171,4.0935,7.7029,,4,3.1,7.5405,,15.7507178,6.100536517,88.49759731,77.98,,51.95,56.46,3.76,0.49000001,0.1689,-0.982397059,-0.880160483,3,0.987576726,0.97000003,,,,,,,,,,,,-23.202669,402937.7,0.0425051,12
Peru,PER,PER,15200000,28600000,1.859150853,2.334E+11,5.17163E+11,45028.29895,38676.88325,2.150768,2.820789,17152.30326,15269.91209,2897.097,3544.407,3758.604,4614.113,5138.08,5849.169,5590.868,4765.657,4002.738,4802.76,5024.309,5837.645,6231.281,6753.214,7376.163,7280.156,0.643684384,-0.724586798,24.88065,26.11463,22.42473,23.9766,13.57079133,26.29421685,12.35347068,10.04983193,,1.550093246,0.494138369,3.652175303,21.9416884,19.72473649,32.79230372,43.27800626,0.342857143,2.197342118,,-625000,5183407,13635472.19,34.10136184,47.67647619,31.74030496,34.12318355,16.36609521,7.321308438,819.9854237,23.9591809,1549,5.194196956,0.663519732,0,1.506676978,5.702,2.53,19.4,11.8948102,0.59898198,2426,57.09634146,73.48102439,87.94402283,56.67751335,4.7195,8.6582,,20.6,16.6,8.0194,367,27.72120841,10.16735435,84.69212786,100.11,55,47.96,52.55,3.9,0.56,0.65657699,-0.655643681,-0.359302232,2,0.929119834,0.68000001,11.3,54.2,17.6,45.3,63.3,6.3,4.1,64.46666667,,,,-9.1840115,1302897,0.0446514,2
Philippines,PHL,PHL,44300000,98000000,2.335243534,1.497E+11,5.39733E+11,9240.740741,13054.15128,2.349571,2.969313,5119.682636,7167.587184,890.116,1106.116,1314.364,1484.296,1574.891,1872.209,2160.409,1841.788,2067.488,2073.648,2411.023,2461.678,2706.545,2964.002,2960.673,2838.306,1.223789348,0.191911807,24.86604,15.44415,20.98017,13.35521,24.76146364,15.51334065,10.73737842,10.5442953,,1.884664269,0.765410469,1.20846807,27.10977304,30.79549677,48.12783696,62.45846561,0.342857143,19.61541475,,-900000,16200000,38807199.81,36.56884876,39.59918348,34.99953682,30.19803111,30.33997221,14.82414461,519.4327222,33.5622804,,0.662687882,0.275439617,0.109612867,0.798687394,5.754,3.026,26.2,100,1.9596241,2518,59.06046341,72.08121951,89.68773836,61.49566813,5.462,8.6621,,29.6,22.4,8.8021,,6.47412391,4.457340436,80.98117848,45.14,49.389999,44.04,50.41,5.6,0.58999997,0.23854069,-0.531200829,-0.711607058,4,1.41722644,0.56,37.7,44.3,32.8,61,50,7,4.3,76.26666667,,1,,11.07385,232172.8,0.077585898,4
Poland,POL,POL,34000000,38500000,0.36558152,,1.30041E+12,,73960.66368,2.52053,2.867491,15882.09648,36180.41359,,,,,6060.567,7707.488,8744.026,8088.362,7668.137,8852.289,11485.89,13481.02,14314.97,15254.97,16041.62,16372.87,2.215980508,,18.82626,19.85382,18.39276,19.94971,,20.29530492,,19.10210654,,5.754096392,,3.207803525,,38.7786009,,77.65684553,0.285714286,0.384976003,,-120000,16500000,17422561.89,48.52941176,45.25340751,,30.48630462,,3.636344088,1524.077904,14.7773279,3629,0.245109084,0.685756016,0.052015531,8.318849461,2.27,1.39757,5.6,0,0.000255,3397,70.56097561,75.69512195,50.52820167,39.52708159,7.3603,9.9505,,13.8,9.1,10.0047,501.5,58.84842749,25.04914694,116.7844538,192.81,25.809999,34.21,42.17,7.59,,0.1183395,0.682830556,0.482661575,1,-0.906645294,,53.5,48.8,25.2,46.7,,19,,65.83333333,,,1,52.135578,305676.3,0.92405963,20
Portugal,PRT,PRT,9411090,10700000,0.377514589,1.88E+11,7.47329E+11,45073.3725,131901.6094,1.983202,2.561252,19604.45776,37802.58523,2590.177,3265.266,4002.809,5373.263,7493.738,8688.658,10894.43,10794.5,14893.95,15959.63,19249.64,20098.11,20353.81,20701.09,20648.93,19889.94,2.435869351,0.376990162,15.53024,24.57507,25.68317,11.12154,9.39121273,12.1116132,12.98364243,21.12000954,0.532583438,8.446817757,0.60492581,1.205608187,26.16071816,35.63783872,42.39940803,63.59983893,1,0.001701121,,200000,4170977,5629836.073,44.3198078,52.6152904,31.59743127,22.8455838,25.65270164,2.313143468,3222.031493,10.2590384,,0.066402765,0,0,5.473376171,2.517,1.31848,3,0,0.054668002,3583,69.30682927,78.72682927,60.59735654,49.12237258,4.0779,7.7299,,11.2,3.8,7.5038,490,48.6155799,38.08666027,142.7567861,133.5,40.580002,,,,0.72000003,0.0467574,1.03712496,1.080279922,1,-0.790800885,,35.7,38.8,24.4,24.5,,10,,66.76666667,,,1,39.68874,93102.51,,8
Puerto Rico,PRI,PRI,2935124,3960000,0.880865659,82500000000,2.01662E+11,99622.84602,138661.5953,,,37929.16348,64306.03994,3269.018,4288.081,5716.373,7813.178,10412.07,10701.43,12732.18,13996.95,18185.62,19653.12,25576.77,26152.34,25071.1,24702.47,23957.85,23660.45,2.333610295,,21.58517,15.14793,15.14977,27.11447,1.361239672,,19.68554878,,,,,,73.78878784,,121.8859787,,,,,-21417,828123.3,1457023.043,28.21425262,36.79351119,34.54332733,,3.30308342,,,,,,,,,2.846,1.6528,,0,0.15026399,,73.11512195,78.62380488,66.38170186,51.47834152,,,84.36889859,,,,,25.20613578,21.93228725,68.45868009,,50.150002,,,,,,0.802837766,0.530487574,,-0.39276236,,23.1,53.8,22.7,71,45.5,12.4,3.4,79.46666667,,,,18.27634,7955.576,,39
Qatar,QAT,QAT,169163,833000,4.688737927,,2.47447E+11,,419626.8988,1.834074,2.420261,,133139.315,,,,,,,,,52437.46,49599.48,74209.59,87454.68,107242.3,123472,150042.5,159469.1,,,,41.2222,,63.41451,,54.45705024,,24.65740792,,,,,,31.21891242,,77.9656849,,1.841711695,,562055,,997735.0439,,119.7761157,,,,,,0.729443,4508,,,,55.38421507,6.473,2.36,9.7,0,0.005989,2744,64.12468293,76.12046341,54.82560874,20.59132807,3.7128,7.2823,85.22316,18.3,11.7,8.0437,373.5,28.30945713,20.24019758,175.400146,171.19,,41.1,52,3.9,,,0.95888926,1.639147941,6,-1.117574683,,,,,,,,,,,1,,25.22526,10104.55,,46
Romania,ROM,ROU,21200000,22000000,0.108944917,2.412E+11,6.6011E+11,21535.71429,67555.10828,2.346111,2.901945,9861.586964,22449.78045,,,1511.201,2290.941,3188.63,5209.895,7494.091,7449.296,6906.838,6124.362,6113.578,8345.301,9041.193,9527.859,10236.59,9736.605,1.839214095,0.881790112,37.14627,23.54273,28.81172,10.64178,,23.62092581,,15.17254917,,4.262296781,,3.916570946,,40.24456721,,73.56796386,0.228571429,,,-200000,11200000,9541532.511,52.83018868,43.37060232,,25.96222891,,7.157517646,4352.904295,8.3860311,17217,-0.004108059,1.350230259,0,4.367509661,2.6,1.37627,10,0,0.004371,3510,69.61390244,73.3097561,53.45268611,43.01657245,6.914,10.436,,10,6.5,10.1472,427.5,36.24703856,24.73187929,118.1292868,112.98,,31.15,39.29,8.09,,0.30687031,0.100656717,-0.129223959,2,-0.400801586,,54,17.8,30.9,64,69.9,20.3,3.1,49.06666667,,,,45.912731,231660.4,,15
Russia,RUS,RUS,134000000,140000000,0.128831243,,4.63884E+12,,61938.67959,2.672481,3.012142,,26993.57556,,,,,,,,,13076.32,8245.896,8716.105,12356.99,13331.23,14497.18,15317.27,14631.24,,,,13.69948,,27.94355,,26.09317047,,20.13086593,,-0.805461281,,2.983264417,,20.36794637,,48.10149866,,18.36656821,,250000,,75883744.83,,54.20267488,,32.81403672,,4.697926143,1870.948804,8.0446259,2066,0.728836668,13.79259352,0,10.80998609,1.98,1.55,11.1,0,0.008526,3272,67.72390244,68.85841463,47.39654942,38.63406028,6.6072,9.831,,12.3,8,9.6846,473,42.08671131,31.58434967,162.4955939,121.58,24.559999,42.27,48.93,6.04,,0.24517,-0.772743883,-1.121892921,6,0.724890222,,52.7,38,52.2,11,27.5,26.2,3.4,49.16666667,,,,61.699451,16600000,,29
Rwanda,RWA,RWA,4356863,10700000,2.642621878,3590000000,12887736144,1738.423865,2426.142016,1.268128,1.737803,1499.985982,2223.14606,,,860.1919,732.157,788.1362,710.9713,787.0634,755.7479,773.4084,650.4551,661.5853,839.0884,890.6349,924.4005,994.7963,1031.234,1.093762821,0.212666181,8.725724,17.89365,11.47083,-0.9049774,5.211304153,4.225178714,16.63824357,14.64696039,,2.275212724,0.527799857,2.275212724,17.69944675,29.2268638,26.87132844,40.92496919,,,,15109,2065089,4963328.32,47.39852963,46.38624598,18.96911164,14.52019377,49.21356724,34.15180432,115.6291824,89.4521748,,0.005470366,0,2.403468012,0.075570092,8.228,5.33,70.4,100,0.54609901,2054,44.7374878,50.59346341,103.1608508,81.04918777,0.9601,3.3454,26.73397,1.4,0.7,3.0812,,4.501073956,0.334589833,24.29831758,,,53.08,58.19,4.24,,0.3238,-0.50566221,0.125711468,6,0.325788368,,24.1,78.8,58.6,37.6,,4.9,,,1,,,-2.075834,27283.81,,15
Samoa,WSM,WSM,150839,191000,0.694295251,,2243800024,,33721.00086,,,,20063.68074,,,,,4081.633,4094.263,4871.527,4368.076,4725.351,4751.312,5554.484,6663.552,6653.297,6999.841,6708.051,6544.957,1.379729717,,25.54495,8.820763,19.33644,-13.65145,,,,,,0.346120934,,0.610266474,,58.51486405,,91.98660161,,,,-16500,,62305.95487,,32.62091878,,26.73476392,,11.86724928,660.4697579,27.3743017,,0,0,0.300783287,0.900909761,5.237,3.852,21.3,,,,57.4695122,72.00702439,89.01891773,79.39615828,,,76.11194,,,,,5.032262393,17.83657448,84.43018015,6.64,,,,,,,0.647,0.104,2,-0.958,,,,,,,,,,,,,,,1.098998,50
